NULL	NULL	1	NULL	NULL	NULL	NULL
NULL	NULL	1	NULL	NULL	NULL	NULL
NULL	NULL	3	NULL	NULL	NULL	NULL
NULL	NULL	3	NULL	NULL	NULL	NULL
NULL	NULL	2	NULL	NULL	NULL	NULL
NULL	NULL	1	NULL	NULL	NULL	NULL
NULL	NULL	10	NULL	NULL	NULL	NULL
NULL	NULL	2	NULL	NULL	NULL	NULL
NULL	NULL	4	NULL	NULL	NULL	NULL
NULL	NULL	1	NULL	NULL	NULL	NULL
NULL	NULL	2	NULL	NULL	NULL	NULL
NULL	NULL	2	NULL	NULL	NULL	NULL
NULL	NULL	1	NULL	NULL	NULL	NULL
NULL	NULL	13	NULL	NULL	NULL	NULL
NULL	NULL	1	NULL	NULL	NULL	NULL
NULL	NULL	2	NULL	NULL	NULL	NULL
NULL	NULL	1	NULL	NULL	NULL	NULL
NULL	NULL	1	NULL	NULL	NULL	NULL
NULL	NULL	2	NULL	NULL	NULL	NULL
NULL	NULL	28	NULL	NULL	NULL	NULL
NULL	NULL	3	NULL	NULL	NULL	NULL
NULL	NULL	1	NULL	NULL	NULL	NULL
NULL	NULL	1	NULL	NULL	NULL	NULL
NULL	NULL	9	NULL	NULL	NULL	NULL
NULL	NULL	2	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	2	NULL	NULL
NULL	NULL	NULL	NULL	2	NULL	NULL
NULL	NULL	NULL	NULL	2	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	2	NULL	NULL
NULL	NULL	NULL	NULL	4	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	2	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	2	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	2	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	1	NULL	NULL
NULL	NULL	NULL	NULL	4	NULL	NULL
NULL	NULL	NULL	NULL	2	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	500
NULL	NULL	NULL	NULL	NULL	NULL	1000
NULL	NULL	NULL	NULL	NULL	NULL	1250
NULL	NULL	NULL	NULL	NULL	NULL	7500
NULL	NULL	NULL	NULL	NULL	NULL	1750
NULL	NULL	NULL	NULL	NULL	NULL	250
NULL	NULL	NULL	NULL	NULL	NULL	14750
NULL	NULL	NULL	NULL	NULL	NULL	2000
NULL	NULL	NULL	NULL	NULL	NULL	4767
NULL	NULL	NULL	NULL	NULL	NULL	2500
NULL	NULL	NULL	NULL	NULL	NULL	2500
NULL	NULL	NULL	NULL	NULL	NULL	5000
NULL	NULL	NULL	NULL	NULL	NULL	500
NULL	NULL	NULL	NULL	NULL	NULL	24199
NULL	NULL	NULL	NULL	NULL	NULL	500
NULL	NULL	NULL	NULL	NULL	NULL	1500
NULL	NULL	NULL	NULL	NULL	NULL	1500
NULL	NULL	NULL	NULL	NULL	NULL	1000
NULL	NULL	NULL	NULL	NULL	NULL	1250
NULL	NULL	NULL	NULL	NULL	NULL	44500
NULL	NULL	NULL	NULL	NULL	NULL	5000
NULL	NULL	NULL	NULL	NULL	NULL	1000
NULL	NULL	NULL	NULL	NULL	NULL	2500
NULL	NULL	NULL	NULL	NULL	NULL	10750
NULL	NULL	NULL	NULL	NULL	NULL	2000
A0000	3	1	3	1	3950	250
A1000	175	25	20	7	130950	15320
A1100	1	NULL	1	NULL	1000	NULL
A1200	3	NULL	2	NULL	6500	NULL
A1300	10	NULL	4	NULL	10250	NULL
A1400	4	3	4	3	4500	1900
A1500	1	NULL	1	NULL	250	NULL
A1600	1	NULL	1	NULL	1000	NULL
A2000	7	1	5	1	7500	250
A2300	1	1	1	1	500	2428
A3000	22	20	10	6	22050	10850
A3200	1	NULL	1	NULL	200	NULL
A3300	2	NULL	1	NULL	2500	NULL
A3500	6	NULL	4	NULL	6450	NULL
A4000	13	8	5	4	13390	9500
A4100	2	NULL	2	NULL	1250	NULL
A4200	1	NULL	1	NULL	500	NULL
A4300	2	NULL	2	NULL	1200	NULL
A4500	9	2	7	2	4950	900
A5000	12	10	3	4	6500	11750
A5200	1	2	1	2	250	1500
A6000	3	NULL	3	NULL	1750	NULL
A8000	5	1	4	1	5250	200
B1000	8	14	7	5	9250	13575
B1500	68	38	21	11	59950	34900
B2000	9	6	7	3	12000	4500
B3000	4	5	4	3	4250	11500
B3200	7	6	7	3	6250	8400
B3400	4	2	4	1	2750	1750
B3600	6	5	4	2	5500	4400
B4000	23	7	8	6	7450	7525
B4200	49	5	16	4	34800	3750
B4400	50	8	18	3	35650	8875
B5000	3	NULL	2	NULL	800	NULL
B5100	4	8	4	4	2650	7500
B5200	5	3	2	3	4750	2500
B5400	1	1	1	1	250	250
C0000	5	NULL	5	NULL	2250	NULL
C1000	1	NULL	1	NULL	250	NULL
C1100	227	22	27	5	150773	14150
C1300	6	6	5	2	3500	8300
C2000	40	8	14	5	27630	14500
C2100	16	4	8	4	13925	4500
C2200	35	7	16	3	28916	13000
C2300	32	1	12	1	19948	1000
C2400	103	9	18	4	115853	12450
C2600	38	3	14	3	36432	1550
C2800	10	1	7	1	12572	2500
C2900	12	NULL	8	NULL	10800	NULL
C4000	5	NULL	4	NULL	2700	NULL
C4100	22	4	14	3	12321	2225
C4200	1	NULL	1	NULL	250	NULL
C4300	14	NULL	10	NULL	7450	NULL
C4500	1	NULL	1	NULL	1000	NULL
C4600	2	NULL	2	NULL	5000	NULL
C5000	12	3	8	3	6500	1250
C5100	30	5	16	4	12525	2500
C5110	34	8	13	3	48250	2550
C5120	72	18	17	6	59792	19450
C5130	40	1	16	1	34325	2500
C5140	44	10	17	6	29850	16235
D2000	9	9	8	4	10300	2550
D3000	21	1	12	1	9750	250
D4000	1	NULL	1	NULL	250	NULL
D5000	2	NULL	2	NULL	450	NULL
D6000	1	NULL	1	NULL	2500	NULL
D9000	10	NULL	2	NULL	2600	NULL
E1000	21	20	13	11	12700	17750
E1100	18	33	10	6	13850	36050
E1110	19	7	6	4	17200	7710
E1120	6	29	4	7	6500	44800
E1140	4	4	4	3	3750	7700
E1150	10	28	8	5	4750	54498
E1160	12	3	6	2	23400	4900
E1170	5	1	3	1	8000	500
E1200	1	2	1	2	312	5000
E1210	12	34	5	4	22650	37714
E1220	13	4	3	1	26000	3500
E1320	3	NULL	1	NULL	1500	NULL
E1500	10	5	7	2	8250	5800
E1600	47	27	10	5	33200	20750
E1620	79	4	13	4	68150	3250
E1630	9	NULL	3	NULL	4750	NULL
E1700	1	2	1	2	1000	500
E2000	7	4	5	3	8860	7250
E3000	5	3	4	2	4150	2750
E4000	2	NULL	2	NULL	1500	NULL
E4100	18	1	1	1	9750	500
E5000	2	5	2	2	2750	1950
F0000	59	23	20	8	82400	31333
F1000	29	26	15	5	26800	28300
F1100	59	79	22	10	38300	78110
F1200	2	2	2	1	2000	750
F1300	11	2	8	1	3950	500
F1400	11	9	10	4	10750	16500
F1410	1	1	1	1	300	-2500
F1420	3	7	1	1	7500	2500
F2000	15	8	9	3	15366	18500
F2100	212	81	33	14	269500	95285
F2200	1	3	1	2	500	7500
F2300	30	15	18	8	39910	23320
F2400	2	NULL	2	NULL	2000	NULL
F2500	39	28	21	5	46600	41450
F2600	48	44	21	11	74275	75570
F2700	18	7	12	3	25500	14000
F3000	16	2	3	1	14550	2500
F3100	70	65	27	11	62352	43635
F3200	19	13	10	5	9900	13000
F3300	19	6	10	4	18950	3916
F3400	6	10	5	2	5148	14500
F4000	146	68	28	11	136528	83357
F4100	76	42	27	10	101140	78125
F4200	95	35	31	9	78882	30950
F4300	6	4	6	3	3650	4000
F4500	36	8	18	4	30340	14781
F4600	15	4	11	2	12650	3750
F4700	9	1	3	1	7500	250
F5000	29	8	13	3	17600	12700
F5100	93	75	21	10	63684	67250
F5200	1	NULL	1	NULL	2500	NULL
F5300	1	4	1	3	2500	5400
F5500	13	5	8	5	8700	6600
F7000	96	59	27	11	103750	86231
G0000	155	49	25	12	100774	60300
G1000	2	NULL	2	NULL	1250	NULL
G1100	2	3	1	2	1050	1750
G2000	4	NULL	4	NULL	3200	NULL
G2100	13	2	10	2	22000	3000
G2200	2	1	1	1	1200	250
G2350	3	9	3	2	5000	8000
G2400	10	NULL	8	NULL	5900	NULL
G2500	2	4	2	2	750	8500
G2600	3	NULL	2	NULL	4900	NULL
G2700	1	NULL	1	NULL	1000	NULL
G2810	3	NULL	3	NULL	3000	NULL
G2820	12	2	7	1	11200	750
G2850	23	28	14	5	25267	49678
G2900	44	11	26	7	40024	8155
G3500	1	NULL	1	NULL	1000	NULL
G4000	8	1	7	1	13000	1250
G4100	9	2	8	2	6750	2500
G4200	2	NULL	2	NULL	1800	NULL
G4300	5	NULL	5	NULL	3750	NULL
G4500	2	2	2	2	1200	2000
G4600	23	4	12	4	10700	4250
G4700	3	NULL	3	NULL	2500	NULL
G4800	3	NULL	1	NULL	6000	NULL
G4900	12	4	10	4	8450	6500
G5000	30	5	15	2	27366	10250
G5100	1	NULL	1	NULL	2500	NULL
G5200	213	39	29	13	136611	27100
G5210	37	6	15	5	22785	7250
G5220	1	NULL	1	NULL	250	NULL
G5230	2	8	2	2	1500	15000
G5240	29	1	10	1	23816	1000
G5250	14	3	9	3	6800	4500
G5260	13	6	9	4	11250	7000
G5270	90	8	23	5	69650	4250
G5280	6	NULL	5	NULL	2500	NULL
G5290	7	6	5	3	10950	17500
G5300	3	3	1	2	1000	1750
G5400	6	NULL	4	NULL	2700	NULL
G5800	6	2	5	2	3250	750
G6100	1	1	1	1	1000	2500
G6400	16	6	12	3	25890	20000
G6500	4	7	3	2	3250	5550
G6550	57	11	20	6	85750	23400
G7000	1	4	1	1	200	5500
H0000	66	3	26	3	39175	6250
H1000	4	1	2	1	1000	1000
H1100	244	64	30	10	123522	50550
H1110	78	3	21	3	38411	1250
H1120	21	4	6	4	8350	1250
H1130	100	46	28	13	57100	34200
H1400	32	17	15	5	18350	11510
H1500	4	2	4	2	1750	750
H1700	28	1	11	1	14448	750
H1710	3	2	3	2	750	500
H1750	1	1	1	1	1000	250
H2000	13	1	9	1	7250	5000
H2100	237	46	24	9	101122	66765
H2200	19	7	9	2	21000	11500
H2300	1	NULL	1	NULL	1000	NULL
H3000	17	25	10	2	12000	25170
H3100	21	NULL	4	NULL	18400	NULL
H3200	17	2	7	1	17250	2000
H3400	4	5	3	2	3000	11500
H3700	19	3	11	2	10200	2250
H3800	4	NULL	4	NULL	990	NULL
H4000	1	NULL	1	NULL	1000	NULL
H4100	34	14	13	6	17900	17000
H4300	39	9	15	7	39000	9950
H4400	3	NULL	3	NULL	3250	NULL
H4500	7	2	6	1	5575	1500
H4600	2	2	2	2	1000	1500
H5000	34	3	16	3	18610	3000
H5100	765	39	32	8	337747	26600
H5150	26	2	13	2	13000	450
H5170	37	5	13	3	13365	2000
H5200	7	3	5	1	4550	1750
H5300	2	7	2	3	1250	6250
H6000	25	NULL	10	NULL	10250	NULL
J1100	32	238	4	7	16698	171699
J1110	2	2	1	1	2300	453
J1200	728	33	28	3	290100	20938
J2200	102	152	1	3	70103	93706
J5000	3	1	3	1	1050	2500
J5100	231	25	25	9	166663	27750
J6200	3	13	3	6	1000	13625
J7000	1	1	1	1	1000	1000
J7120	5	3	1	2	1750	2750
J7150	85	7	16	2	55599	7000
J7200	4	NULL	3	NULL	1200	NULL
J7300	18	NULL	10	NULL	10045	NULL
J7400	1227	57	14	2	474234	26809
J7500	13	1	8	1	11000	300
J7600	1	NULL	1	NULL	500	NULL
J7700	8	1	5	1	5450	-500
J9000	28	1	8	1	17095	500
JD200	86	5	9	1	33233	1580
JE300	177	36	16	4	121149	31768
JH100	9	2	8	1	5650	2000
K0000	4	NULL	3	NULL	2750	NULL
K1000	1882	257	51	14	1374938	206443
K1100	144	14	15	4	118893	6900
K1200	126	13	24	6	98292	10300
K2000	365	121	47	17	259319	106614
L0000	3	NULL	3	NULL	950	NULL
L1200	2	NULL	2	NULL	1250	NULL
L1300	13	NULL	4	NULL	4980	NULL
LB100	24	NULL	3	NULL	9050	NULL
LC100	1	NULL	1	NULL	500	NULL
LE100	1	NULL	1	NULL	250	NULL
LE200	1	NULL	1	NULL	500	NULL
LG000	1	NULL	1	NULL	200	NULL
LG300	3	NULL	2	NULL	1750	NULL
LG400	2	NULL	2	NULL	500	NULL
LT500	1	NULL	1	NULL	200	NULL
M0000	2	1	2	1	1250	250
M1000	14	10	9	6	10010	10150
M1300	1	NULL	1	NULL	-1	NULL
M1500	3	1	1	1	6000	200
M1600	2	NULL	2	NULL	1800	NULL
M2000	2	5	2	2	2250	7000
M2100	4	2	3	2	1720	2200
M2200	1	NULL	1	NULL	200	NULL
M2300	24	23	13	8	13900	24250
M2400	1	2	1	1	400	2000
M3100	6	3	6	2	13500	3204
M3300	14	6	8	2	16800	12000
M3400	4	NULL	4	NULL	6500	NULL
M3500	1	1	1	1	2500	250
M4000	1	NULL	1	NULL	1000	NULL
M4100	7	5	6	3	5150	8000
M4200	2	1	2	1	1250	1000
M4300	1	NULL	1	NULL	1000	NULL
M5000	7	8	6	3	7740	19000
M7000	8	NULL	5	NULL	6000	NULL
M7100	2	1	1	1	-750	500
M7200	2	NULL	2	NULL	650	NULL
M8000	8	NULL	8	NULL	5300	NULL
M9100	1	NULL	1	NULL	1000	NULL
T0000	4	NULL	3	NULL	4000	NULL
T1000	2	NULL	1	NULL	500	NULL
T1100	35	15	6	5	29200	17250
T1200	1	NULL	1	NULL	250	NULL
T1300	3	NULL	3	NULL	2000	NULL
T1400	1	1	1	1	250	250
T1600	3	NULL	3	NULL	3250	NULL
T2100	7	NULL	6	NULL	6200	NULL
T2200	6	3	5	2	10250	3500
T2300	13	14	10	3	16100	14250
T2310	3	1	2	1	1500	-500
T2400	5	3	4	1	3229	1200
T2500	1	1	1	1	500	1000
T3100	9	12	7	5	10750	18400
T3200	1	1	1	1	2500	500
T4000	12	NULL	3	NULL	10300	NULL
T4100	1	NULL	1	NULL	1000	NULL
T5100	3	2	3	2	1250	1250
T5300	1	1	1	1	1000	2500
T6000	6	2	3	1	9250	3400
T6100	5	NULL	2	NULL	7250	NULL
T6200	8	2	3	1	7999	500
T7100	1	2	1	2	250	2800
T7200	3	2	2	1	5250	5000
T8100	1	NULL	1	NULL	200	NULL
T8300	3	1	2	1	1250	1000
T9100	23	6	14	5	12298	7000
T9300	3	NULL	2	NULL	3500	NULL
T9400	3	2	2	2	1500	500
X0000	85	7	21	4	57604	9000
X1200	2838	555	52	19	1452984	421338
X3000	339	34	31	9	161729	20950
X3200	24	1	11	1	13350	300
X3500	67	4	24	4	28500	6000
X3700	4	NULL	4	NULL	1250	NULL
X4000	56	6	14	4	48041	9750
X4100	31	7	17	4	27500	8008
X4110	14	NULL	10	NULL	19750	NULL
X4200	33	NULL	13	NULL	24150	NULL
X5000	18	5	9	3	9400	3850
X7000	29	1	15	1	11300	250
X8000	2	NULL	2	NULL	750	NULL
Y0000	1	NULL	1	NULL	1000	NULL
Y1000	661	87	37	13	440118	107775
Y2000	472	193	37	16	40483	161427
Y3000	12	4	8	3	5220	3750
Y4000	4027	816	58	21	2826648	731629
Z9000	30	NULL	3	NULL	19919	NULL
Z9500	2637	397	34	11	2118599	213860
b1000	1	NULL	1	NULL	2500	NULL
c2000	3	NULL	3	NULL	1250	NULL
c5110	1	NULL	1	NULL	500	NULL
h5200	1	NULL	1	NULL	2500	NULL
